size,f,threads,estimate,duration
200000000,0,1,3.142179355275307,6.242785
200000000,0,1,3.141656769505957,6.324238
200000000,0,1,3.1416107483520883,6.261346
200000000,0,1,3.140838384460814,6.23573
200000000,0,1,3.1413606777260545,6.243002
200000000,0,1,3.1414501692881487,6.241638
200000000,0,1,3.141530022130397,6.261106
200000000,0,1,3.141966016585831,6.263127
200000000,0,1,3.141497248464594,6.254522
200000000,0,1,3.141903554496081,6.263288
200000000,0,1,3.1420969985289373,6.251021
200000000,0,1,3.1416672705526496,6.250032
200000000,0,1,3.1420551929787135,6.240384
200000000,0,1,3.142143576781112,6.235893
200000000,0,1,3.1417538937830787,6.24634
200000000,0,1,3.1424224079663285,6.259162
200000000,0,1,3.141096577819468,6.249424
200000000,0,1,3.141065321611994,6.257596
200000000,0,1,3.1424776771517626,6.270956
200000000,0,1,3.1425897882325784,6.241331
200000000,0,1,3.1419322101322797,6.247823
200000000,0,1,3.1424585701239285,6.255603
200000000,0,1,3.1415309018810254,6.230962
200000000,0,1,3.1422334514250605,6.25656
200000000,0,1,3.1410165508204755,6.26816
200000000,0,1,3.141413924164413,6.258721
200000000,0,1,3.14171791824665,6.256093
200000000,0,1,3.1413786455678174,6.233648
200000000,0,1,3.141936603390628,6.246118
200000000,0,1,3.141783906893069,6.255788
200000000,0,2,3.140569400662479,6.673884
200000000,0,2,3.141501549883804,7.194584
200000000,0,2,3.1415819801343643,7.42508
200000000,0,2,3.1414412730545687,6.856146
200000000,0,2,3.1421136768070133,7.444347
200000000,0,2,3.141446943672068,7.608162
200000000,0,2,3.141931892642767,7.264043
200000000,0,2,3.1416928932312618,7.226079
200000000,0,2,3.141236938235189,7.167201
200000000,0,2,3.141268945261433,7.309966
200000000,0,2,3.1423348838367477,7.374772
200000000,0,2,3.141521350557072,7.308848
200000000,0,2,3.1417456572869398,7.252079
200000000,0,2,3.1421110720619803,7.275102
200000000,0,2,3.141970453922523,7.367302
200000000,0,2,3.1416269013231366,7.402439
200000000,0,2,3.1419417530579086,7.313056
200000000,0,2,3.1418820879354956,7.28941
200000000,0,2,3.1420169687589845,7.42768
200000000,0,2,3.141406182566083,7.188942
200000000,0,2,3.1410731184258176,7.324853
200000000,0,2,3.1416967389000763,7.459573
200000000,0,2,3.142075509125973,6.598452
200000000,0,2,3.1413092889477334,7.254439
200000000,0,2,3.141090849307038,7.354753
200000000,0,2,3.1414310422446974,7.222525
200000000,0,2,3.1405545539830473,7.172095
200000000,0,2,3.1421180944364875,7.181824
200000000,0,2,3.141029187436056,7.134326
200000000,0,2,3.141789907940024,7.194577
200000000,0,4,3.1413192638751566,6.641011
200000000,0,4,3.141230945544745,6.640598
200000000,0,4,3.141399363554362,6.621825
200000000,0,4,3.1418375267329974,6.436646
200000000,0,4,3.141175865156588,6.378946
200000000,0,4,3.141047461492686,6.533088
200000000,0,4,3.141404317857135,6.361802
200000000,0,4,3.1409135407859834,6.69499
200000000,0,4,3.1418047464365895,6.670678
200000000,0,4,3.1421210400467463,6.304846
200000000,0,4,3.1405458320743067,6.736999
200000000,0,4,3.141944933229447,6.384
200000000,0,4,3.14207282437534,6.645804
200000000,0,4,3.1409653613663275,6.337295
200000000,0,4,3.1416651039885424,6.592469
200000000,0,4,3.1413662718356843,6.733234
200000000,0,4,3.1418623592859674,6.665254
200000000,0,4,3.141363318770098,6.516796
200000000,0,4,3.1416362413140733,6.635918
200000000,0,4,3.141681625973505,6.673721
200000000,0,4,3.141264098926088,6.43877
200000000,0,4,3.1422547083431374,6.67074
200000000,0,4,3.140717771151939,6.488401
200000000,0,4,3.141698874038214,6.464009
200000000,0,4,3.1425850127250214,6.712131
200000000,0,4,3.141620474386365,6.673031
200000000,0,4,3.1411575684332,6.667692
200000000,0,4,3.1419550006871577,6.545503
200000000,0,4,3.142093302366291,6.369484
200000000,0,4,3.14216135088824,6.717026
200000000,0,8,3.1405725365930843,6.082441
200000000,0,8,3.1411846844593967,5.953135
200000000,0,8,3.1426193273905203,5.986469
200000000,0,8,3.1417379742746694,6.051989
200000000,0,8,3.1412753803151214,5.941756
200000000,0,8,3.140903284944382,5.997037
200000000,0,8,3.1417014382775075,6.007193
200000000,0,8,3.141682647154305,6.042418
200000000,0,8,3.14082083079712,6.074357
200000000,0,8,3.1409243074195876,5.979979
200000000,0,8,3.1410145229658917,6.022209
200000000,0,8,3.1412349195723097,6.045916
200000000,0,8,3.1412053097383907,5.963866
200000000,0,8,3.141574852635004,6.034721
200000000,0,8,3.141514089457581,6.176464
200000000,0,8,3.141680699801199,6.040262
200000000,0,8,3.141906216422964,5.997976
200000000,0,8,3.1424489038942327,5.98842
200000000,0,8,3.1415554970677597,5.994791
200000000,0,8,3.1411164239835707,5.96349
200000000,0,8,3.1407502683253914,5.988922
200000000,0,8,3.1414200210951595,6.056445
200000000,0,8,3.1404008257327245,5.995506
200000000,0,8,3.141227363668467,5.971454
200000000,0,8,3.141865471417974,5.936952
200000000,0,8,3.141318243832062,6.003086
200000000,0,8,3.141574349546392,6.00545
200000000,0,8,3.1416846536960965,6.010046
200000000,0,8,3.141562473945705,6.022276
200000000,0,8,3.1412769661144258,6.031424
200000000,0,16,3.1421837576221896,5.588936
200000000,0,16,3.1415715298013756,5.620511
200000000,0,16,3.1411853130616794,5.605318
200000000,0,16,3.141356212584076,5.670208
200000000,0,16,3.141578893190404,5.592846
200000000,0,16,3.1421096086635365,5.518629
200000000,0,16,3.1416595309565665,5.582617
200000000,0,16,3.141773363607483,5.627715
200000000,0,16,3.1418335252366227,5.654056
200000000,0,16,3.140870083409175,6.017587
200000000,0,16,3.140809092301303,5.647435
200000000,0,16,3.1412547957299006,5.597902
200000000,0,16,3.141564167435724,5.598419
200000000,0,16,3.1417463083277086,5.658928
200000000,0,16,3.1413915223969506,5.668994
200000000,0,16,3.141170423399129,5.614705
200000000,0,16,3.14102840053189,5.550869
200000000,0,16,3.141124230384037,5.568284
200000000,0,16,3.1422277610282525,5.581473
200000000,0,16,3.1418186977469498,5.625483
200000000,0,16,3.141254110258858,5.587855
200000000,0,16,3.142271809771533,5.788797
200000000,0,16,3.141565293895657,5.815872
200000000,0,16,3.1413388143495,5.606589
200000000,0,16,3.1413158694009877,5.551957
200000000,0,16,3.1413582785488074,5.550508
200000000,0,16,3.141799977757239,5.586981
200000000,0,16,3.1424465098122814,5.737372
200000000,0,16,3.141268517611215,5.613445
200000000,0,16,3.1410120229066627,5.54577
200000000,0,32,3.141588572291907,5.312141
200000000,0,32,3.1420234001479725,5.271867
200000000,0,32,3.1411786807982502,5.282316
200000000,0,32,3.1417011538635777,5.301075
200000000,0,32,3.1419206977534153,5.251471
200000000,0,32,3.140957505741228,5.294592
200000000,0,32,3.141859232354516,5.308143
200000000,0,32,3.141980688426713,5.362346
200000000,0,32,3.1420836996778005,5.385507
200000000,0,32,3.141467832592016,5.446983
200000000,0,32,3.1412041022108226,5.442718
200000000,0,32,3.1421605079473256,5.423264
200000000,0,32,3.1414956316991574,5.381109
200000000,0,32,3.1420279297352858,5.407634
200000000,0,32,3.1415446148631636,5.314067
200000000,0,32,3.14160636192053,5.266165
200000000,0,32,3.1410142884382184,5.593183
200000000,0,32,3.141687625340792,5.366999
200000000,0,32,3.141708728452101,5.313004
200000000,0,32,3.141251816106252,5.313388
200000000,0,32,3.1409677940008986,5.325571
200000000,0,32,3.141295156246925,5.343237
200000000,0,32,3.141515744682402,5.317215
200000000,0,32,3.1414955491083494,5.315048
200000000,0,32,3.141653739638683,5.305661
200000000,0,32,3.142084445125025,5.336132
200000000,0,32,3.14142874969162,5.318535
200000000,0,32,3.1412185022362764,5.32393
200000000,0,32,3.1419091475819925,5.264041
200000000,0,32,3.1412315261271107,5.330039
200000000,0,64,3.142473933294364,5.147734
200000000,0,64,3.1413089754951105,5.142537
200000000,0,64,3.1413521052325226,5.149427
200000000,0,64,3.141310057429042,5.177736
200000000,0,64,3.1416800252265698,5.109061
200000000,0,64,3.1418057903835845,5.153687
200000000,0,64,3.1423710439886854,5.126311
200000000,0,64,3.141749348086623,5.145134
200000000,0,64,3.1424118806478356,5.146656
200000000,0,64,3.1421144717495317,5.143054
200000000,0,64,3.1413238545340527,5.127253
200000000,0,64,3.141920869797722,5.132166
200000000,0,64,3.1412648570882107,5.162537
200000000,0,64,3.141249832641809,5.195326
200000000,0,64,3.141082304865414,5.290131
200000000,0,64,3.141104756587742,5.138093
200000000,0,64,3.14163151508795,5.160811
200000000,0,64,3.14220547155635,5.103963
200000000,0,64,3.141043989531214,5.14882
200000000,0,64,3.1411594564622987,5.176668
200000000,0,64,3.141596490868544,5.144116
200000000,0,64,3.1419166003816734,5.135705
200000000,0,64,3.1413029971994515,5.133219
200000000,0,64,3.141605719911919,5.122794
200000000,0,64,3.1414847374821906,5.125049
200000000,0,64,3.1418390953795186,5.171576
200000000,0,64,3.141385849416449,5.172346
200000000,0,64,3.1414966077110007,5.150386
200000000,0,64,3.1423403871235838,5.155566
200000000,0,64,3.140860470745621,5.122269
200000000,0,128,3.1407017978642893,5.087497
200000000,0,128,3.1416463930613943,5.075296
200000000,0,128,3.142136518712166,5.137149
200000000,0,128,3.141119963575037,5.082968
200000000,0,128,3.1412714074157395,5.065984
200000000,0,128,3.14216618945903,5.093067
200000000,0,128,3.1421620480480836,5.073553
200000000,0,128,3.1418129795726935,5.10094
200000000,0,128,3.141585104347547,5.323896
200000000,0,128,3.1417813054666515,5.086547
200000000,0,128,3.141107442860447,5.099793
200000000,0,128,3.1417298608958086,5.117667
200000000,0,128,3.14198198549746,5.11961
200000000,0,128,3.1412520872245353,5.072525
200000000,0,128,3.1413321055926375,5.079334
200000000,0,128,3.141414495174983,5.056011
200000000,0,128,3.1414856060873744,5.068883
200000000,0,128,3.1408792473820424,5.093036
200000000,0,128,3.1414118899969923,5.086671
200000000,0,128,3.1412701603479327,5.077162
200000000,0,128,3.1411302027836396,5.085478
200000000,0,128,3.14118827600097,5.082586
200000000,0,128,3.1418892655807875,5.071349
200000000,0,128,3.1414877201623232,5.09309
200000000,0,128,3.1408522782999633,5.068164
200000000,0,128,3.14143880425932,5.07651
200000000,0,128,3.141377963598834,5.061045
200000000,0,128,3.141966587954811,5.164321
200000000,0,128,3.1409083528735606,5.109657
200000000,0,128,3.1406864040545077,5.085714
200000000,0,256,3.1411844233203765,5.052284
200000000,0,256,3.142068922470225,5.059282
200000000,0,256,3.1415091197527913,5.058049
200000000,0,256,3.1415227709226436,5.064363
200000000,0,256,3.1415083404963724,5.068388
200000000,0,256,3.1414794361941887,5.101892
200000000,0,256,3.1411837744110067,5.055861
200000000,0,256,3.1409291412782054,5.067578
200000000,0,256,3.142121426256324,5.054831
200000000,0,256,3.141836778691596,5.061292
200000000,0,256,3.141778961073562,5.103658
200000000,0,256,3.141622710547374,5.122839
200000000,0,256,3.141351774740423,5.114645
200000000,0,256,3.1415779941994595,5.108166
200000000,0,256,3.141541136503093,5.107283
200000000,0,256,3.1407216696003037,5.093839
200000000,0,256,3.141275730444893,5.06957
200000000,0,256,3.141760967460708,5.074941
200000000,0,256,3.1414657904816505,5.086508
200000000,0,256,3.1414514949015997,5.078497
200000000,0,256,3.1415199712205224,5.070082
200000000,0,256,3.142048631103092,5.068724
200000000,0,256,3.1420879340308527,5.08585
200000000,0,256,3.1422432533968916,5.102571
200000000,0,256,3.141813102469785,5.058476
200000000,0,256,3.141494512973252,5.058569
200000000,0,256,3.141934460457697,5.073904
200000000,0,256,3.1410756677974505,5.065444
200000000,0,256,3.1416069936805084,5.068016
200000000,0,256,3.1412840232383883,5.051644
200000000,0,512,3.14206735518341,5.08261
200000000,0,512,3.1416730090328087,5.065935
200000000,0,512,3.14198665690473,5.098604
200000000,0,512,3.141805672396499,5.066353
200000000,0,512,3.1422407816449476,5.234217
200000000,0,512,3.141417511621542,5.094114
200000000,0,512,3.142224788224922,5.078564
200000000,0,512,3.1415695272895046,5.07321
200000000,0,512,3.141132697020993,5.067203
200000000,0,512,3.141917411858714,5.067808
200000000,0,512,3.142092035772609,5.057969
200000000,0,512,3.141384658261397,5.068275
200000000,0,512,3.1418232982393928,5.079507
200000000,0,512,3.142083269609072,5.062219
200000000,0,512,3.1415360770951586,5.062127
200000000,0,512,3.141847909464096,5.064156
200000000,0,512,3.141736786137881,5.065998
200000000,0,512,3.141698876406796,5.059978
200000000,0,512,3.1410805918501854,5.078896
200000000,0,512,3.141726261114991,5.076563
200000000,0,512,3.141645163667685,5.081662
200000000,0,512,3.142648885216023,5.074993
200000000,0,512,3.142054819929505,5.089771
200000000,0,512,3.141722990603334,5.070843
200000000,0,512,3.1417119482251192,5.057121
200000000,0,512,3.141162646595724,5.051153
200000000,0,512,3.14173589280347,5.06745
200000000,0,512,3.1414749807601696,5.077379
200000000,0,512,3.1411004437325065,5.084311
200000000,0,512,3.141662149706087,5.069796
200000000,0,1024,3.142102557137586,5.095015
200000000,0,1024,3.1416629507588523,5.080245
200000000,0,1024,3.1415613148592443,5.115957
200000000,0,1024,3.1412140280267393,5.119559
200000000,0,1024,3.142219283058345,5.243459
200000000,0,1024,3.141699965386223,5.261939
200000000,0,1024,3.1413363612173417,5.075469
200000000,0,1024,3.1413589613611705,5.079044
200000000,0,1024,3.1415453128059423,5.080107
200000000,0,1024,3.1417692589589516,5.096526
200000000,0,1024,3.1415094591806767,5.118656
200000000,0,1024,3.140757493804843,5.108614
200000000,0,1024,3.1413585463118285,5.06781
200000000,0,1024,3.1417497352681822,5.08014
200000000,0,1024,3.1414678222435874,5.116368
200000000,0,1024,3.1404381793963445,5.086293
200000000,0,1024,3.1416502767160948,5.108731
200000000,0,1024,3.1414494597619256,5.102454
200000000,0,1024,3.141702754159978,5.090138
200000000,0,1024,3.141880211769284,5.089856
200000000,0,1024,3.1417636007683747,5.070769
200000000,0,1024,3.1412931355262588,5.08279
200000000,0,1024,3.1416583463142453,5.073931
200000000,0,1024,3.1412249060818147,5.096601
200000000,0,1024,3.1409918335881626,5.083366
200000000,0,1024,3.1419904306429656,5.086605
200000000,0,1024,3.141251785522195,5.104672
200000000,0,1024,3.141971392202347,5.067979
200000000,0,1024,3.1412885083545627,5.115502
200000000,0,1024,3.1416580840110253,5.060851
200000000,0,2048,3.14162110273116,5.107458
200000000,0,2048,3.141612946076946,5.369337
200000000,0,2048,3.141214722831404,5.141627
200000000,0,2048,3.1413028231443976,5.112999
200000000,0,2048,3.141711945920713,5.135244
200000000,0,2048,3.1416834011514085,5.13269
200000000,0,2048,3.141661708999537,5.11547
200000000,0,2048,3.1412205959237647,5.124186
200000000,0,2048,3.1421524740776063,5.142481
200000000,0,2048,3.141341022596316,5.150061
200000000,0,2048,3.1415413525264646,5.173909
200000000,0,2048,3.141787932515853,5.094149
200000000,0,2048,3.1412050993053717,5.131926
200000000,0,2048,3.141813845573439,5.107224
200000000,0,2048,3.141622330604488,5.115261
200000000,0,2048,3.141912197287915,5.115946
200000000,0,2048,3.141756041581621,5.08895
200000000,0,2048,3.1412444664755954,5.114807
200000000,0,2048,3.1417023919919687,5.145881
200000000,0,2048,3.141308533535791,5.128132
200000000,0,2048,3.141172152257871,5.12372
200000000,0,2048,3.1413169304549053,5.121424
200000000,0,2048,3.1410700105529643,5.168441
200000000,0,2048,3.1418285008307327,5.114349
200000000,0,2048,3.142140720770857,5.099753
200000000,0,2048,3.1420024724220053,5.129211
200000000,0,2048,3.1416387131453543,5.118025
200000000,0,2048,3.1419466958997346,5.145963
200000000,0,2048,3.1418107877058206,5.102296
200000000,0,2048,3.1416315071240994,5.141452
